Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,mouse_status,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,strain_background,Tissue
SRR6652506,P45,RNA-Seq,138,2106044358,PRJNA432094,SAMN08434850,697234558,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629998,GSM2970862,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970862,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652507,P45,RNA-Seq,138,1318058424,PRJNA432094,SAMN08434812,462551998,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629999,GSM2970863,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970863,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652508,P45,RNA-Seq,138,2433945192,PRJNA432094,SAMN08434812,834361569,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3629999,GSM2970863,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970863,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652509,P45,RNA-Seq,138,1139781744,PRJNA432094,SAMN08434849,386376659,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630000,GSM2970864,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970864,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652510,P45,RNA-Seq,138,2138524728,PRJNA432094,SAMN08434849,708263039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630000,GSM2970864,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970864,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652511,P45,RNA-Seq,138,1947469386,PRJNA432094,SAMN08434818,668750414,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630001,GSM2970865,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970865,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652512,P45,RNA-Seq,138,1998904056,PRJNA432094,SAMN08434818,688171897,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630001,GSM2970865,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970865,male,PrefrontalCortex_control 5,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652513,P45,RNA-Seq,138,1800648702,PRJNA432094,SAMN08434817,592897860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630002,GSM2970866,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970866,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652514,P45,RNA-Seq,138,1888019952,PRJNA432094,SAMN08434817,621462440,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630002,GSM2970866,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970866,male,PrefrontalCortex_control 4,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652515,P45,RNA-Seq,138,1257080364,PRJNA432094,SAMN08434816,423719926,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630003,GSM2970867,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970867,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652516,P45,RNA-Seq,138,2395200726,PRJNA432094,SAMN08434816,793429323,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630003,GSM2970867,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970867,male,PrefrontalCortex_ASD 17,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652517,P45,RNA-Seq,138,2072816166,PRJNA432094,SAMN08434815,685839688,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630004,GSM2970868,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970868,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652518,P45,RNA-Seq,138,2186092224,PRJNA432094,SAMN08434815,722999141,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630004,GSM2970868,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970868,male,PrefrontalCortex_ASD 9,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652519,P45,RNA-Seq,138,2158413702,PRJNA432094,SAMN08434814,759670585,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630005,GSM2970869,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970869,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652520,P45,RNA-Seq,138,2211711372,PRJNA432094,SAMN08434814,781429674,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630005,GSM2970869,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (Control),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970869,male,PrefrontalCortex_control 1,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652521,P45,RNA-Seq,138,1751745780,PRJNA432094,SAMN08434813,608086805,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630006,GSM2970870,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970870,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652522,P45,RNA-Seq,138,1794101016,PRJNA432094,SAMN08434813,624818429,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630006,GSM2970870,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970870,male,PrefrontalCortex_ASD 24,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652523,P45,RNA-Seq,138,1925787378,PRJNA432094,SAMN08434811,636234193,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630007,GSM2970871,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970871,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652524,P45,RNA-Seq,138,2016288054,PRJNA432094,SAMN08434811,665957757,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630007,GSM2970871,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970871,male,PrefrontalCortex_ASD 3,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652525,P45,RNA-Seq,138,1797765882,PRJNA432094,SAMN08434810,619981812,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630008,GSM2970872,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970872,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
SRR6652526,P45,RNA-Seq,138,1845407898,PRJNA432094,SAMN08434810,638683917,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3630008,GSM2970872,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,colonized with Human feces (ASD),Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2970872,male,PrefrontalCortex_ASD 11,SRP131764,C57BL/6J,macro-dissected prefrontal cortex
